,School Name,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Community School?,Economic Need Index,School Income Estimate,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Percent Asian,Percent ELL,Percent Black,Student Attendance Rate,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Percent Hispanic
1063,THE STEPHANIE A. VIERNO SCHOOL,31R041,31,40.573921999999996,-74.10908,"216 CLAWSON ST STATEN ISLAND, NY 10306",STATEN ISLAND,10306,"PK,0K,01,02,03,04,05",0,0.47,"$72,519.97 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,2.75,2.87,106,4,0,0,1,0,3,0,0,2,106,19,0,0,4,2,12,1,1,13,108,22,0,0,3,0,15,0,0,9,110,21,0,0,4,0,15,0,0,9,95,22,0,1,4,2,14,1,0,14,96,21,0,0,4,3,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.87,0.89,0.78,0.8300000000000001,0.85,0.07,0.11,0.03,0.9400000000000001,0.32,0.5700000000000001,0.15,0.29
1064,P.S. 042 ELTINGVILLE,31R042,31,40.552214,-74.16904,"380 GENESEE AVE STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"PK,0K,01,02,03,04,05",0,0.249,"$79,364.56 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,2.87,3.01,137,15,0,0,1,0,13,0,0,1,138,35,0,0,4,0,28,0,0,6,144,34,0,0,2,0,30,0,0,8,146,29,0,0,1,0,26,0,0,9,124,24,0,0,1,0,21,0,0,6,124,27,0,0,1,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.9500000000000001,0.97,0.84,0.86,0.96,0.05,0.03,0.01,0.9500000000000001,0.14,0.8,0.13,0.14
1065,P.S. 044 THOMAS C. BROWN,31R044,31,40.631586,-74.15706800000001,"80 MAPLE PKWY STATEN ISLAND, NY 10303",STATEN ISLAND,10303,"PK,0K,01,02,03,04,05",0,0.8340000000000001,"$41,056.56 ",Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.11,2.18,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,133,2,0,1,0,0,0,0,0,0,135,2,0,1,0,0,0,0,0,0,139,3,0,1,1,0,1,0,0,1,140,5,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.85,0.87,0.72,0.81,0.9,0.03,0.07,0.39,0.91,0.91,0.02,0.37,0.52
1066,P.S. 045 JOHN TYLER,31R045,31,40.628306,-74.107516,"58 LAWRENCE AVE STATEN ISLAND, NY 10310",STATEN ISLAND,10310,"PK,0K,01,02,03,04,05",0,0.635,"$66,662.96 ",Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.55,2.56,143,4,0,1,0,0,2,0,0,1,143,13,0,0,4,0,4,0,0,4,137,17,0,1,7,0,7,0,0,11,140,17,0,3,5,0,7,0,0,11,127,22,0,2,4,1,15,0,0,13,126,16,0,1,3,2,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.87,0.88,0.79,0.88,0.88,0.05,0.05,0.17,0.93,0.64,0.27,0.21,0.47000000000000003
1067,P.S. 046 ALBERT V. MANISCALCO,31R046,31,40.594211,-74.08052099999999,"41 REID AVE STATEN ISLAND, NY 10305",STATEN ISLAND,10305,"PK,0K,01,02,03,04,05",0,0.659,"$59,790.15 ",Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,2.33,2.46,48,0,0,0,0,0,0,0,0,0,49,11,0,1,2,0,5,0,0,8,45,4,0,0,1,1,2,0,0,1,47,4,0,1,0,1,2,0,0,1,43,3,0,0,0,0,2,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9400000000000001,0.93,0.96,0.87,0.84,0.98,0.1,0.09,0.15,0.92,0.54,0.35000000000000003,0.27,0.39
1068,P.S. 048 WILLIAM G. WILCOX,31R048,31,40.602835,-74.091981,"1050 TARGEE ST STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"0K,01,02,03,04,05,06,07,08",0,0.33399999999999996,"$72,831.32 ",Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,3.04,3.25,97,17,0,0,3,2,11,0,0,5,98,29,0,0,4,6,17,0,0,8,116,35,0,0,0,8,24,0,0,15,116,42,0,0,0,16,24,0,0,14,105,37,0,0,2,0,25,0,0,11,105,31,0,0,0,0,23,0,0,6,122,30,0,0,2,8,20,0,0,8,121,57,0,0,3,18,36,0,0,20,90,13,0,0,0,0,8,0,0,2,90,25,0,0,0,0,16,0,0,7,83,25,0,2,2,3,18,0,0,9,84,25,0,0,1,5,19,0,0,8,0.9400000000000001,0.93,0.88,0.92,0.87,0.9400000000000001,0.17,0.06,0.04,0.9500000000000001,0.22,0.59,0.1,0.18
1070,P.S. 050 FRANK HANKINSON,31R050,31,40.561488,-74.124926,"200 ADELAIDE AVE STATEN ISLAND, NY 10306",STATEN ISLAND,10306,"PK,0K,01,02,03,04,05",0,0.23399999999999999,"$82,269.05 ",Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,3.29,3.55,158,42,0,0,0,6,34,0,0,4,159,84,0,0,0,12,63,0,0,14,141,76,0,4,7,10,50,0,0,15,143,83,0,4,7,10,58,0,0,14,137,45,0,0,1,7,35,0,0,9,138,61,0,0,5,9,44,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.9500000000000001,0.97,0.9,0.86,0.96,0.09,0.03,0.03,0.9500000000000001,0.18,0.71,0.11,0.15
1072,P.S. 052 JOHN C. THOMPSON,31R052,31,40.582437,-74.088696,"450 BUEL AVE STATEN ISLAND, NY 10305",STATEN ISLAND,10305,"PK,0K,01,02,03,04,05",0,0.39799999999999996,"$69,961.21 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.7,2.95,61,4,0,0,2,0,2,0,0,3,63,22,0,0,7,0,13,0,2,15,81,13,0,0,2,0,9,0,0,8,82,16,0,0,2,0,10,0,0,11,81,7,0,0,1,1,5,0,0,4,83,12,0,0,1,2,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,0.9400000000000001,0.85,0.86,0.9400000000000001,0.1,0.12,0.01,0.9400000000000001,0.21,0.68,0.17,0.2
1073,THE BARBARA ESSELBORN SCHOOL,31R053,31,40.552128,-74.13738199999999,"330 DURANT AVE STATEN ISLAND, NY 10308",STATEN ISLAND,10308,"PK,0K,01,02,03,04,05",0,0.24,"$82,129.41 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.8,3.14,117,11,0,0,1,0,8,0,0,4,117,39,0,0,2,0,34,0,0,13,108,10,0,0,0,0,9,0,1,3,111,21,0,0,2,0,17,0,0,10,97,13,0,0,1,0,12,0,0,5,97,18,0,0,2,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.97,0.99,0.91,0.87,0.96,0.06,0.04,0.02,0.9500000000000001,0.15,0.77,0.13,0.13
1074,P.S. 054 CHARLES W. LENG,31R054,31,40.602779,-74.137628,"1060 WILLOWBROOK RD STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05",0,0.439,"$78,381.47 ",Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,2.78,3.18,112,9,0,0,3,1,4,0,0,3,113,29,0,0,9,9,10,0,0,17,121,25,0,0,5,6,12,0,0,10,122,39,0,0,6,17,13,0,0,20,114,21,0,0,0,8,6,0,0,10,114,25,0,0,0,15,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.8200000000000001,0.92,0.67,0.8200000000000001,0.85,0.32,0.08,0.06,0.9400000000000001,0.3,0.36,0.16,0.24
1075,P.S. 055 HENRY M. BOEHM,31R055,31,40.536389,-74.163422,"54 OSBORNE ST STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"PK,0K,01,02,03,04,05",0,0.278,"$91,069.00 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.8,2.99,106,15,0,0,0,0,13,0,0,5,106,33,0,0,2,0,28,0,0,10,101,16,0,0,3,0,12,0,0,4,100,16,0,0,4,0,11,0,0,5,99,12,0,0,0,0,11,0,0,0,98,10,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0.91,0.89,0.8,0.86,0.9,0.02,0.02,0.0,0.9500000000000001,0.12,0.85,0.11,0.11
1076,P.S. 56 THE LOUIS DESARIO SCHOOL,31R056,31,40.541959999999996,-74.21396700000001,"250 KRAMER AVE STATEN ISLAND, NY 10309",STATEN ISLAND,10309,"PK,0K,01,02,03,04,05",0,0.25,"$80,109.28 ",Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,3.11,3.27,116,22,0,0,0,0,20,0,0,7,116,40,0,0,2,0,35,0,0,11,88,31,0,0,3,0,26,0,0,6,86,19,0,0,1,0,16,0,0,5,115,19,0,0,2,1,16,0,0,5,114,21,0,0,1,3,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.89,0.93,0.73,0.8200000000000001,0.88,0.04,0.01,0.01,0.9500000000000001,0.14,0.81,0.12,0.13
1077,P.S. 057 HUBERT H. HUMPHREY,31R057,31,40.611011,-74.083588,"140 PALMA DR STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"PK,0K,01,02,03,04,05",0,0.845,"$43,857.06 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.33,2.25,110,3,0,3,0,0,0,0,0,1,112,2,0,0,0,0,0,0,0,2,111,7,0,5,2,0,0,0,0,6,112,6,0,2,1,0,0,0,0,3,96,4,0,2,2,0,0,0,0,3,96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.91,0.89,0.8200000000000001,0.84,0.9400000000000001,0.04,0.08,0.53,0.9,0.88,0.07,0.36,0.34
1078,SPACE SHUTTLE COLUMBIA SCHOOL,31R058,31,40.583065999999995,-74.160687,"77 MARSH AVE STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05",0,0.35700000000000004,"$75,172.27 ",Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,2.75,2.77,117,3,0,0,0,0,3,0,0,0,117,13,0,0,2,3,7,0,0,5,136,20,0,0,4,7,5,0,0,7,139,14,0,0,0,9,4,0,0,5,130,21,0,0,4,6,9,0,0,9,129,15,0,0,2,7,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0.9400000000000001,0.88,0.81,0.97,0.14,0.05,0.06,0.9400000000000001,0.31,0.53,0.16,0.25
1079,P.S. 060 ALICE AUSTEN,31R060,31,40.610556,-74.162328,"55 MERRILL AVE STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05,SE",0,0.35600000000000004,"$79,967.66 ",Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,2.65,2.75,131,13,0,0,3,2,8,0,0,5,133,9,0,0,2,1,5,1,0,3,141,32,0,0,6,0,18,0,0,16,143,24,0,0,7,0,10,0,0,17,154,22,0,0,3,7,10,0,0,13,154,15,0,0,1,5,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.84,0.91,0.78,0.84,0.88,0.11,0.04,0.04,0.9500000000000001,0.3,0.56,0.1,0.26
1082,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,31R065,31,40.633709,-74.078261,"98 GRANT ST STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"PK,0K,01,02,03,04,05",0,0.503,"$58,183.51 ",Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.75,2.93,63,6,0,0,0,0,6,0,0,0,63,18,0,0,5,0,12,0,0,3,66,22,0,0,5,0,10,0,0,9,66,23,0,0,5,0,11,0,0,8,58,8,0,1,4,0,3,0,0,3,58,7,0,1,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.97,0.98,0.9,0.89,0.97,0.04,0.03,0.22,0.9500000000000001,0.63,0.27,0.12,0.41000000000000003
1083,P.S. 069 DANIEL D. TOMPKINS,31R069,31,40.591227,-74.15756,"144 KEATING PL STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"0K,01,02,03,04,05",0,0.371,"$81,128.29 ",Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.74,3.0,158,16,0,0,2,8,5,0,0,8,159,34,0,0,4,10,19,0,1,15,159,27,0,0,4,9,12,0,0,13,159,42,0,0,4,14,23,0,0,14,141,25,0,0,2,12,6,0,0,10,142,30,0,0,3,12,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.9400000000000001,0.96,0.86,0.8200000000000001,0.92,0.14,0.05,0.03,0.9500000000000001,0.25,0.59,0.12,0.22
1085,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,31R074,31,40.638837,-74.079494,"211 DANIEL LOW TERR STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"0K,01,02,03,04,05",0,0.8170000000000001,"$48,219.48 ",Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,2.26,2.34,57,1,0,0,1,0,0,0,0,1,59,2,0,0,0,0,0,0,1,2,48,3,0,0,2,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,41,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.8300000000000001,0.81,0.76,0.86,0.88,0.07,0.3,0.24,0.92,0.87,0.06,0.29,0.63
1088,THE MICHAEL J. PETRIDES SCHOOL,31R080,31,40.608441,-74.105262,"715 OCEAN TERR STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0,0.366,"$67,750.03 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.83,2.88,85,12,0,2,1,0,7,0,0,3,85,20,0,1,2,0,13,0,0,2,96,10,0,1,1,0,8,0,0,3,96,18,0,2,3,3,10,0,0,4,106,9,0,1,1,0,6,0,0,4,106,20,0,0,0,0,17,0,0,4,101,16,0,3,0,2,11,0,0,3,101,16,0,2,0,3,11,0,0,6,90,12,0,0,2,1,9,0,0,4,89,12,0,0,1,3,8,0,0,5,91,14,0,0,0,4,10,0,0,5,92,12,0,0,0,5,7,0,0,3,0.93,0.92,0.87,0.9,0.8,0.92,0.08,0.01,0.2,0.9500000000000001,0.42,0.48,0.1,0.22
1089,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,31R861,31,40.620326,-74.16443199999999,"280 REGIS DR STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05,06,07,08",0,0.569,"$67,543.01 ",Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.79,2.91,100,24,0,7,8,0,5,0,0,16,98,23,0,4,8,0,5,0,0,17,99,17,0,0,7,4,6,0,0,11,100,27,0,0,11,6,10,0,0,20,66,15,0,2,6,0,3,0,0,11,67,18,0,4,7,2,3,2,0,13,100,14,0,4,5,0,2,0,0,11,100,21,0,3,9,0,5,0,1,18,101,11,1,1,5,0,4,0,0,5,101,24,2,3,12,0,5,0,0,17,95,20,0,4,4,0,6,0,0,13,98,11,0,1,1,0,3,0,0,7,0.9400000000000001,0.91,0.85,0.8200000000000001,0.81,0.9,0.12,0.04,0.21,0.9400000000000001,0.63,0.23,0.17,0.41000000000000003
1090,P.S./I.S. 045 HORACE E. GREENE,32K045,32,40.686658,-73.910178,"84 SCHAEFER ST BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05,06,07,08,SE",0,0.8240000000000001,"$37,020.60 ",Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,2.4,2.49,89,3,0,1,0,0,0,0,0,0,89,5,0,2,3,0,0,0,0,4,74,5,0,0,2,0,0,0,0,3,74,5,0,0,2,0,0,0,0,4,83,6,0,3,0,0,0,0,0,2,84,1,0,1,0,0,0,0,0,0,58,5,0,0,2,0,0,0,0,5,58,9,0,0,6,0,0,0,0,7,68,2,0,2,0,0,0,0,0,1,70,2,0,1,0,0,0,0,0,1,56,6,0,0,4,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0.9,0.89,0.9500000000000001,0.78,0.85,0.9400000000000001,0.02,0.14,0.48,0.9,0.9500000000000001,0.01,0.37,0.47000000000000003
1091,P.S. 075 MAYDA CORTIELLA,32K075,32,40.693253999999996,-73.92132099999999,"95 GROVE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",0,0.856,"$35,590.06 ",Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,2.16,2.3,57,0,0,0,0,0,0,0,0,0,57,1,0,0,1,0,0,0,0,1,72,1,0,1,0,0,0,0,0,1,73,2,0,0,1,0,0,0,0,1,52,1,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.87,0.87,0.71,0.81,0.8300000000000001,0.02,0.16,0.21,0.91,0.96,0.02,0.35000000000000003,0.74
1092,P.S. 086 THE IRVINGTON,32K086,32,40.700748,-73.91766,"220 IRVING AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0,0.8809999999999999,"$45,302.62 ",Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.24,2.41,63,0,0,0,0,0,0,0,0,0,62,1,0,0,1,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,69,4,0,0,4,0,0,0,0,0,69,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.9500000000000001,0.9500000000000001,0.92,0.85,0.99,0.04,0.28,0.01,0.9500000000000001,0.9500000000000001,0.01,0.16,0.9400000000000001
